seq_no,kind,product_line,trigger_line,item_no,mo_nbr,mo_nbr_step,mo_lot_nbr,work_order,doc_nbr,tool_ver,process_id,route_seq,layer_id,tank_number,qrcode,out_qty,creator,create_date,Frequency_decE1Pump,Frequency_decE2Pump,Frequency_decE3Pump,Frequency_decE4Pump,Frequency_decE1Cycle,Frequency_decE3Cycle,Frequency_decGale,Frequency_decGale2,Frequency_decHotGale,Temperature_decD1,Temperature_decD2,Temperature_decNewLiquid,Temperature_decOverFlow4,Temperature_decE1,Temperature_decE2,Temperature_decE3,Temperature_decE4,Temperature_decS1,Temperature_decS2,Temperature_decPickling,Temperature_decHotGale,Temperature_decDAddVat,Temperature_decDStoreVat,Temperature_decEStoreVat,Temperature_decSAddVat,Temperature_decSPSVat,Temperature_decMAddVat,Temperature_decCoolingWater,ConstantPressure_decD1,ConstantPressure_decD2,ConstantPressure_decE1A,ConstantPressure_decE1B,ConstantPressure_decE2Up,ConstantPressure_decE2Down,ConstantPressure_decE3Up,ConstantPressure_decE3Down,ConstantPressure_decE4Up,ConstantPressure_decE4Down,ConstantPressure_decS1,ConstantPressure_decS2,Pressure_decD1UpSpray,Pressure_decD1DownSpray,Pressure_decD2UpSpray,Pressure_decD2DownSpray,Pressure_decNewLiquidUpSpray,Pressure_decNewLiquidDownSpray,Pressure_decOverFlow1UpSpray,Pressure_decOverFlow1DownSpray,Pressure_decOverFlow2UpSpray,Pressure_decOverFlow2DownSpray,Pressure_decOverFlow3UpSpray,Pressure_decOverFlow3DownSpray,Pressure_decOverFlow4UpSpray,Pressure_decOverFlow4DownSpray,Pressure_decOverFlow5UpSpray,Pressure_decOverFlow5DownSpray,Pressure_decOverFlow6UpSpray,Pressure_decOverFlow6DownSpray,Pressure_decOverFlow7UpSpray,Pressure_decOverFlow7DownSpray,Pressure_decOverFlow8UpSpray,Pressure_decOverFlow8DownSpray,Pressure_decOverFlow9UpSpray,Pressure_decOverFlow9DownSpray,Pressure_decE1AUpSpray,Pressure_decE1ADownSpray,Pressure_decE1BUpSpray,Pressure_decE1BDownSpray,Pressure_decPump1,Pressure_decPump2,Pressure_decPump3,Pressure_decPump4,Pressure_decStopWashingUpSpray,Pressure_decStopWashingDownSpray,Pressure_decS1UpSpray,Pressure_decS1DownSpray,Pressure_decS2UpSpray,Pressure_decS2DownSpray,Pressure_decPicklingUpSpray,Pressure_decPicklingDownSpray,Pressure_decPressureRinse1UpSpra,Pressure_decPressureRinse1DownSp,Pressure_decPressureRinse2UpSpra,Pressure_decPressureRinse2DownSp,Pressure_decPressureRinse3UpSpra,Pressure_decPressureRinse3DownSp,Pressure_decPressureRinse4UpSpra,Pressure_decPressureRinse4DownSp,Pressure_decPressureRinse5UpSpra,Pressure_decPressureRinse5DownSp,Pressure_decGale1,Pressure_decGale2,Pressure_decHotGale1,Pressure_decHotGale2,Pressure_decHotGale3,Pressure_decCoolingWater,Pressure_decTopWater,Pressure_decE2UpSpray,Pressure_decE2DownSpray,Pressure_decE3UpSpray,Pressure_decE3DownSpray,Pressure_decE4UpSpray,Pressure_decE4DownSpray,FlowRate_decD1,FlowRate_decD2,FlowRate_decE1A,FlowRate_decE1B,FlowRate_decE2Up,FlowRate_decE2Down,FlowRate_decE3Up,FlowRate_decE3Down,FlowRate_decE4Up,FlowRate_decE4Down,FlowRate_decE1Cycle,FlowRate_decE3Cycle,FlowRate_decOverFlow4,FlowRate_decOverFlow7,FlowRate_decOverFlow9,FlowRate_decPressureRinse5,PH_decD1,PH_decD2,PH_decOverFlow7,PH_decPressureRinse5
20250922233356314,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:41:54.333444,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.1,28.1,28.3,27.2,50.0,50.4,50.6,50.0,48.4,51.5,30.0,85.0,31.7,31.1,35.0,32.1,32.0,32.5,17.3,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.8,1.3,1.3,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.4,3.0,3.0,3.0,3.0,1.7,1.6,1.7,1.8,1.9,2.0,2.6,2.6,2.5,2.6,1.9,2.0,2.4,2.5,2.5,2.5,2.4,2.4,2.5,2.4,2.5,2.5,5.6,7.7,4.6,4.5,0.0,2.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,516.2,520.5,462.9,474.1,473.0,447.5,340.8,351.3,314.6,280.6,608.5,505.0,0.0,0.0,0.0,0.0,10.83,10.92,7.69,8.01
20250922233404418,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:02.449295,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.1,28.1,28.3,27.2,50.0,50.3,50.6,50.0,48.0,51.5,30.0,85.0,31.7,31.1,35.0,32.2,32.0,32.5,17.3,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.8,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,3.0,3.0,3.0,3.0,1.7,1.7,1.7,1.9,1.9,1.9,2.5,2.6,2.5,2.6,1.9,2.0,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.4,2.5,5.6,7.7,4.6,4.5,0.0,2.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,516.3,519.1,461.6,475.5,470.3,446.9,339.8,348.9,313.2,283.5,605.8,511.0,0.0,0.0,0.0,0.0,10.83,10.91,7.68,8.01
20250922233412599,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:10.630329,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.1,28.1,28.3,27.2,50.0,50.1,50.6,50.0,48.0,51.5,30.0,85.0,31.7,31.1,35.0,32.2,32.0,32.5,17.3,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.8,1.3,1.3,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.5,1.5,1.4,3.0,3.0,2.9,3.0,1.7,1.6,1.7,1.9,1.9,2.0,2.6,2.6,2.5,2.6,1.9,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.4,5.6,7.7,4.6,4.5,0.0,2.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,512.3,518.9,463.2,475.0,471.0,444.6,341.7,351.8,312.1,282.0,603.6,506.7,0.0,0.0,0.0,0.0,10.83,10.91,7.69,8.0
20250922233420686,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:18.796636,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.2,28.1,28.3,27.2,50.0,50.1,50.6,50.0,48.2,51.6,30.0,84.9,31.7,31.1,35.0,32.1,32.0,32.5,17.4,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.8,1.3,1.3,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.5,1.5,1.4,3.0,3.0,2.9,3.1,1.7,1.7,1.7,1.9,1.9,2.0,2.6,2.6,2.5,2.6,2.0,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.4,2.4,5.6,7.8,4.7,4.5,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,514.1,519.1,465.4,474.3,474.5,445.0,342.4,352.0,313.0,280.2,605.6,505.1,0.0,0.0,0.0,0.0,10.83,10.92,7.69,8.01
20250922233424760,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:22.791994,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.2,28.1,28.2,27.2,50.1,50.1,50.6,50.0,48.2,51.6,30.0,84.9,31.7,31.1,35.0,32.1,32.0,32.5,17.4,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.8,1.3,1.3,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.4,3.0,3.0,2.9,3.0,1.7,1.7,1.7,1.9,1.9,2.0,2.5,2.5,2.4,2.5,2.0,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.4,5.6,7.7,4.6,4.5,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,515.6,520.7,465.1,475.2,475.5,445.7,341.1,349.1,312.7,280.5,605.0,505.4,0.0,0.0,0.0,0.0,10.83,10.91,7.69,8.01
20250922233428836,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:26.867787,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.2,28.1,28.2,27.2,50.1,49.9,50.6,50.0,48.4,51.7,30.1,84.9,31.7,31.1,35.0,32.1,32.0,32.5,17.4,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.8,1.3,1.3,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.4,3.0,3.0,2.9,3.0,1.7,1.7,1.7,1.9,1.9,2.0,2.5,2.5,2.4,2.5,2.0,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.5,5.6,7.7,4.6,4.5,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,516.5,520.6,464.8,475.6,475.0,445.9,341.0,347.2,312.8,279.3,603.4,505.4,0.0,0.0,0.0,0.0,10.83,10.91,7.69,8.01
20250922233432894,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:30.918798,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.2,28.1,28.2,27.2,50.1,49.9,50.6,50.0,48.4,51.7,30.1,84.9,31.7,31.1,35.0,32.1,32.0,32.5,17.4,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.8,1.3,1.3,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.5,1.5,1.5,3.0,3.0,2.9,3.1,1.7,1.7,1.7,1.9,1.9,2.0,2.5,2.5,2.4,2.5,2.0,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.5,5.6,7.8,4.6,4.5,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,515.9,519.6,464.3,475.0,473.8,445.2,342.4,347.0,314.1,277.6,604.6,505.7,0.0,0.0,0.0,0.0,10.83,10.92,7.69,8.0
20250922233436446,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:34.471727,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.4,28.0,28.1,27.2,50.1,49.9,50.6,50.0,48.4,51.7,30.1,84.9,31.7,31.1,35.0,32.1,32.0,32.5,17.4,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.7,1.3,1.3,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.5,1.5,1.5,3.0,3.0,3.0,3.0,1.7,1.7,1.7,1.9,1.9,2.0,2.5,2.5,2.4,2.5,2.0,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.4,5.6,7.8,4.6,4.6,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,517.4,517.8,463.0,473.6,472.9,444.8,343.5,349.0,314.9,277.3,608.2,506.2,0.0,0.0,0.0,0.0,10.83,10.92,7.69,8.0
20250922233444549,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:42.587503,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.4,28.0,28.1,27.2,50.2,49.8,50.6,50.1,48.5,51.7,30.1,84.9,31.7,31.1,35.0,32.1,32.0,32.5,17.4,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.7,1.3,1.3,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.5,1.5,1.4,3.0,3.0,2.9,3.1,1.7,1.7,1.7,1.9,1.9,2.0,2.5,2.5,2.4,2.5,2.0,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.4,5.6,7.7,4.6,4.6,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,515.5,518.0,461.4,473.2,473.1,444.1,342.6,350.2,314.5,280.1,606.2,505.3,0.0,0.0,0.0,0.0,10.83,10.89,7.69,8.01
20250922233449132,,GL231262111,,04D6P0060002,MAO2590230,0,2,,,,,,,,,140.0,famAdmin,2025-09-22 23:42:47.166027,129.99,129.99,129.99,124.99,139.99,139.99,430.0,430.0,630.0,28.6,28.0,28.1,27.2,50.2,49.8,50.6,50.1,48.5,51.7,30.1,84.9,31.7,31.1,35.0,32.1,32.0,32.5,17.4,1.7,1.7,3.0,3.0,3.2,2.6,2.9,2.5,3.0,2.5,2.5,2.5,1.5,1.6,1.5,1.6,1.7,1.7,1.3,1.3,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.5,1.4,1.5,3.0,3.0,3.0,3.1,1.7,1.6,1.7,1.9,1.9,2.0,2.5,2.5,2.4,2.5,2.0,2.0,2.4,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.5,2.4,5.6,7.7,4.6,4.6,0.0,2.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,514.5,518.5,461.2,474.4,473.7,444.1,340.8,349.4,314.1,280.6,605.4,504.1,0.0,0.0,0.0,0.0,10.83,10.9,7.69,8.01
